id,emri,lloji_trashegimise,kategoria,periudha,periudha_detaj,komuna,rajon,lat,lon,easting_kosovaref01,northing_kosovaref01,sistemi_projeksion,koordinata_burimi,saktesia_koordinates,gjendja,status_mbrojtjes,pershkrim_i_shkurter,burimi,url_dtk,verifikuar,shenime
"ARK-014","Gjyteti i Madh dhe Gjyteti i Vogël në Vuçak","arkeologjike","vendbanim","antikitet_i_vone","Antikiteti i Vonë","Gllogoc","Kosovë","42.587817","20.821122","7485318.464","4716474.817","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Në fshatin Vuçak rrëzë malit Kasmaç, rreth 12 km në jugperëndim të Drenasit, e vendosur në një pozitë shumë dominuese, vërehen gjurmët e rrënojave të mureve që përcjellin konfiguracionin e kodrës dhe formojnë Gradinën e ...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=2423","po","klasa=Lokalitet Arkeologjik; heritageId=2423"
"ARK-015","Kalaja e Llapushnikut","arkeologjike","fortifikate_kalaje","bronz","Epoka e Bronzit","Gllogoc","Kosovë","42.565558","20.844158","7487204.610","4713998.696","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Shtrihet rrëzë majave të maleve të Drenicës, në jug të Grykës së Llapushnikut, rreth 10 km në jugperëndim të qendrës komunale të Drenasit. Kalaja e Llapushnikut kishte një mur kështjellar me dimensione rreth 200 me 300 m...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=9464","po","klasa=Lokalitet Arkeologjik; heritageId=9464"
"ARK-016","Municipium Ulpiana-Justiniana Secunda","arkeologjike","vendbanim","romak","Romake","Graçanicë","Kosovë","42.596644","21.175225","7514379.684","4717454.638","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Lokaliteti arkeologjik Ulpiana gjendet rreth 12 km në jug-lindje të Prishtinës, (Komuna e Graçanicës, Rajoni i Prishtinës), e pozicionuar ne tokat qe sot i takojnë fshatrave të Graçanicës, Llaplla Sellës dhe Hajvalisë. L...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=6688","po","klasa=Lokalitet Arkeologjik; heritageId=6688"
"ARK-017","Kisha paleokristiane në Vrellë","arkeologjike","vendbanim","antikitet_i_vone","Antikiteti i Vonë","Istog","Kosovë","42.770294","20.403836","7451212.327","4736900.371","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Fshati Vrellë shtrihet rreth 7 km në perëndim të Istogut. Gërmimet arkeologjike të zhvilluara në vitin 2010 nxorën në pah një kishë paleokristiane, e shekujve IV-VI të kohës sonë me dimensione jo të mëdha. Fare pranë kës...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=9086","po","klasa=Lokalitet Arkeologjik; heritageId=9086"
"ARK-018","Lokalitet Romak "" Arat e njoma- Kisha e vjeter""","arkeologjike","vendbanim","romak","Romake","Istog","Kosovë","42.779097","20.457472","7455607.981","4737848.568","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Në fshatin Cërcë, rrëzë maleve të Moknës, jo më larg se 2 km në perëndim të qytezës së Istogut, gjatë lëvrimit të tokave punuese, në lokalitetin Arat e Njoma, rastësisht u zbulua një artefakt i veçantë, një pllakëtullë (...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=9093","po","klasa=Lokalitet Arkeologjik; heritageId=9093"
"ARK-019","Lokaliteti antik arkeologjik i Banjës së Pejës","arkeologjike","vendbanim","hekur","Epoka e Hekurit","Istog","Kosovë","42.722217","20.388961","7449956.355","4731568.821","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Lokaliteti antik arkeologjik i Banjës së Pejës pozicionohet në kryqëzimin e rrugës që lidh Pejën me Istogun, rreth 12 km në veriperëndim të Pejës. Gjatë ndërtimit të një hoteli për kurim shëndetësor (Onix) në vitin 1974,...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=9457","po","klasa=Lokalitet Arkeologjik; heritageId=9457"
"ARK-020","Tumat Ilire në Nëngurë","arkeologjike","nekropoli","bronz","Epoka e Bronzit","Istog","Kosovë","42.7765","20.433628","7453655.019","4737572.922","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Tumat e Lubozhdës, gjenden në po të njëjtin fshat, eponim i cili shtrihej buzë malit Mokna rreth 4 km në perëndim të qytezës së Istogut. Nekropoli është i përbërë prej disa tumave nga të cilat u identifikuan 3 sosh i sht...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=9083","po","klasa=Lokalitet Arkeologjik; heritageId=9083"
"ARK-021","Kalaja e Kaçanikut","arkeologjike","fortifikate_kalaje","mesjetar","Mesjetë e Vonë","Kaçanik","Kosovë","42.2281837","21.2553444","7521077.628","4676546.366","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","Inventari kulturor / Google Maps (Kalaja e Kaçanikut)","e mirë","e mirë","e pa përcaktuar","Në qendrën e qytetit të Kaçanikut, në bregun perëndimor të lumit Lepenc, gjendet kalaja e cila daton nga shek. XVI. Sipas dokumenteve të shkruara, Kalaja e Kaçanikut është ndërtuar me urdhrin e bërë më 1582 nga Sulltan M...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=655","po","klasa=Monument; heritageId=655"
"ARK-022","Kalaja e Llanishtës","arkeologjike","fortifikate_kalaje","antikitet_i_vone","Antikiteti i Vonë","Kaçanik","Kosovë","42.214842","21.258956","7521380.252","4675065.448","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Rreth 1 km në jug të Kaçanikut, në pjesën e ngritur në lartësinë prej 684 metrash mbi nivelin e detit, në lokalitetin Vranjak janë identifikuar rrënoja të një fortese ku dallohet qartë muri i trashë rreth 1.7 m, me lartë...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=2198","po","klasa=Monument; heritageId=2198"
"ARK-023","Lokalitet arkeologjik në Paldenicë","arkeologjike","vendbanim","romak","Romake","Kaçanik","Kosovë","42.159689","21.289261","7523903.102","4668947.870","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Rreth 150 m në anën e majtë të magjistrales Prishtinë-Shkup, në hyrje të fshatit Paldenicë, mbi një kodër që shtrihet nga perëndim, e me konfiguracion terreni në formë të shalës së kalit, e që ka pamje të gjerë të grykës...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=9461","po","klasa=Lokalitet Arkeologjik; heritageId=9461"
"ARK-024","Kalaja e antikitetit të vonë në Topanicë","arkeologjike","fortifikate_kalaje","hekur","Epoka e Hekurit","Kamenicë","Kosovë","42.5328","21.6345","7552122.886","4710543.507","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","OSM Topanicë + zhvendosje lindje (kodra Gradec, 480 m) sipas përshkrimit DTK","e përafërt","e mirë","e pa përcaktuar","Lokaliteti arkeologjik shtrihet në lindje të fshatit Topanicë në kufi me fshatin Domorovc. Njihet në mesin e banorëve vendas me toponimin “Gradec“ me lartësi mbidetare prej 480 m. Vendbanimi është i vendosur mbi një kodë...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=3904","po","klasa=Lokalitet Arkeologjik; heritageId=3904"
"ARK-025","Lokaliteti Parahistorik Rigjeva në Gllarevë","arkeologjike","vendbanim","bronz","Epoka e Bronzit","Klinë","Kosovë","42.597928","20.678519","7473618.480","4717632.469","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Lokaliteti arkeologjik i Gllarevës ‘Rigjeva’ gjendet në qendër të fshatit Gllarevë (komuna e Klinës), në krahun e djathë të rrugës Prishtinë- Pejë, e shtrirë në tokat punuese të Rigjevës. Ky lokalitet është identifikuar ...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=9452","po","klasa=Lokalitet Arkeologjik; heritageId=9452"
"ARK-026","Tumat Ilire në lokalitetin Boka në Përçevë","arkeologjike","nekropoli","bronz","Epoka e Bronzit","Klinë","Kosovë","42.565611","20.626331","7469319.959","4714060.486","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Nekropoli i tumave të Bokës së Përçevës gjendet pak kilometra në veriperëndim të lokalitetit të Gllarevës. Nekropoli i takon kohës së bronzit të zhvilluar (të vonë) dhe hekurit të hershëm, si dhe është karakteristik për ...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=9453","po","klasa=Lokalitet Arkeologjik; heritageId=9453"
"ARK-027","Municipium DD","arkeologjike","vendbanim","i panjohur","","Leposaviq","Kosovë","43.051892","20.809508","7484481.726","4768025.497","EPSG:9141 (KOSOVAREF01 / Balkans zone 7)","DTK","e mirë","e mirë","e pa përcaktuar","Lokaliteti arkeologjik Municipium DD (Dardanorum), ndodhet në pjesën veriore të Kosovës, rreth 27 kilometra në veri të Mitrovicës, në komunën e Leposaviqit, e lokalizuar në fshatin Soçanicë dhe me një pozitë të shkëlqyes...","DTK","https://dtk.rks-gov.net/Objekti?heritageId=8621","po","klasa=Lokalitet Arkeologjik; heritageId=8621"
